ndex_id,evolution_tree_id
1,1
2,1
3,1
4,2
5,2
6,2
7,3
8,3
9,3
10,4
11,4
12,4
13,5
14,5
15,5
16,6
17,6
18,6
19,7
20,7
21,8
22,8
23,9
24,9
25,10
26,10
27,11
28,11
29,12
30,12
31,12
32,13
33,13
34,13
35,14
36,14
37,15
38,15
39,16
40,16
41,17
42,17
43,18
44,18
45,18
46,19
47,19
48,20
49,20
50,21
51,21
52,22
53,22
54,23
55,23
56,24
57,24
58,25
59,25
60,26
61,26
62,26
63,27
64,27
65,27
66,28
67,28
68,28
69,29
70,29
71,29
72,30
73,30
74,31
75,31
76,31
77,32
78,32
79,33
80,33
81,34
82,34
83,35
84,36
85,36
86,37
87,37
88,38
89,38
90,39
91,39
92,40
93,40
94,40
95,41
96,42
97,42
98,43
99,43
100,44
101,44
102,45
103,45
104,46
105,46
106,47
107,47
108,48
109,49
110,49
111,50
112,50
113,51
114,52
115,53
116,54
117,54
118,55
119,55
120,56
121,56
122,57
123,58
124,59
125,60
126,61
127,62
128,63
129,64
130,64
131,65
132,66
133,67
134,67
135,67
136,67
137,68
138,69
139,69
140,70
141,70
142,71
143,72
144,73
145,74
146,75
147,76
148,76
149,76
150,77
151,78
152,79
153,79
154,79
155,80
156,80
157,80
158,81
159,81
160,81
161,82
162,82
163,83
164,83
165,84
166,84
167,85
168,85
169,17
170,86
171,86
172,10
173,14
174,16
175,87
176,87
177,88
178,88
179,89
180,89
181,89
182,18
183,90
184,90
185,91
186,26
187,92
188,92
189,92
190,93
191,94
192,94
193,95
194,96
195,96
196,67
197,67
198,97
199,33
200,98
201,99
202,100
203,101
204,102
205,102
206,103
207,104
208,41
209,105
210,105
211,106
212,58
213,107
214,108
215,109
216,110
217,110
218,111
219,111
220,112
221,112
222,113
223,114
224,114
225,115
226,116
227,117
228,118
229,118
230,54
231,119
232,119
233,68
234,120
235,121
236,47
237,47
238,59
239,60
240,61
241,122
242,51
243,123
244,124
245,125
246,126
247,126
248,126
249,127
250,128
251,129
252,130
253,130
254,130
255,131
256,131
257,131
258,132
259,132
260,132
261,133
262,133
263,134
264,134
265,135
266,135
267,135
268,135
269,135
270,136
271,136
272,136
273,137
274,137
275,137
276,138
277,138
278,139
279,139
280,140
281,140
282,140
283,141
284,141
285,142
286,142
287,143
288,143
289,143
290,144
291,144
292,144
293,145
294,145
295,145
296,146
297,146
298,90
299,147
300,148
301,148
302,149
303,150
304,151
305,151
306,151
307,152
308,152
309,153
310,153
311,154
312,155
313,156
314,157
315,158
316,159
317,159
318,160
319,160
320,161
321,161
322,162
323,162
324,163
325,164
326,164
327,165
328,166
329,166
330,166
331,167
332,167
333,168
334,168
335,169
336,170
337,171
338,172
339,173
340,173
341,174
342,174
343,175
344,175
345,176
346,176
347,177
348,177
349,178
350,178
351,179
352,180
353,181
354,181
355,182
356,182
357,183
358,184
359,185
360,100
361,186
362,186
363,187
364,187
365,187
366,188
367,188
368,188
369,189
370,190
371,191
372,191
373,191
374,192
375,192
376,192
377,193
378,194
379,195
380,196
381,197
382,198
383,199
384,200
385,201
386,202
387,203
388,203
389,203
390,204
391,204
392,204
393,205
394,205
395,205
396,206
397,206
398,206
399,207
400,207
401,208
402,208
403,209
404,209
405,209
406,158
407,158
408,210
409,210
410,211
411,211
412,212
413,212
414,212
415,213
416,213
417,214
418,215
419,215
420,216
421,216
422,217
423,217
424,93
425,218
426,218
427,219
428,219
429,98
430,97
431,220
432,220
433,184
434,221
435,221
436,222
437,222
438,91
439,57
440,51
441,223
442,224
443,225
444,225
445,225
446,72
447,226
448,226
449,227
450,227
451,228
452,228
453,229
454,229
455,230
456,231
457,231
458,116
459,232
460,232
461,109
462,34
463,48
464,50
465,52
466,60
467,61
468,87
469,95
470,67
471,67
472,104
473,112
474,68
475,140
476,147
477,182
478,186
479,233
480,234
481,235
482,236
483,237
484,238
485,239
486,240
487,241
488,242
489,243
490,243
491,244
492,245
493,246
494,247
495,248
496,248
497,248
498,249
499,249
500,249
501,250
502,250
503,250
504,251
505,251
506,252
507,252
508,252
509,253
510,253
511,254
512,254
513,255
514,255
515,256
516,256
517,257
518,257
519,258
520,258
521,258
522,259
523,259
524,260
525,260
526,260
527,261
528,261
529,262
530,262
531,263
532,264
533,264
534,264
535,265
536,265
537,265
538,266
539,267
540,268
541,268
542,268
543,269
544,269
545,269
546,270
547,270
548,271
549,271
550,272
551,273
552,273
553,273
554,274
555,274
556,275
557,276
558,276
559,277
560,277
561,278
562,279
563,279
564,280
565,280
566,281
567,281
568,282
569,282
570,283
571,283
572,284
573,284
574,285
575,285
576,285
577,286
578,286
579,286
580,287
581,287
582,288
583,288
584,288
585,289
586,289
587,290
588,291
589,291
590,292
591,292
592,293
593,293
594,294
595,295
596,295
597,296
598,296
599,297
